"tax_id","vers","ocp","tcp.hk","tcp.hhk","tcp.rr","tcp.hrr","tcp.other","tcp.chemotaxis","ecf","other","majormodes_total","chemotaxis.mcp","chemotaxis.chew","chemotaxis.chea","chemotaxis.cher","chemotaxis.cheb","chemotaxis.checx","chemotaxis.chev","chemotaxis.ched","chemotaxis.chez","chemotaxis.other","chemotaxis_total","genome_size","species_tax_id","species","genus","family","order","class","phylum","superkingdom"
872965,"GCF_001293545.1",78,32,4,48,1,1,NA,13,16,201,1,1,1,2,1,1,NA,1,NA,NA,8,3569367,872965,"Ardenticatena maritima","Ardenticatena","Ardenticatenaceae","Ardenticatenales","Ardenticatenia","Chloroflexi","Bacteria"
616991,"GCF_002234495.1",159,35,15,57,NA,1,NA,32,42,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5857781,616991,"Arenibacter algicola","Arenibacter","Flavobacteriaceae","Flavobacteriales","Flavobacteriia","Bacteroidetes","Bacteria"
37921,"GCF_002157505.1",233,20,NA,23,1,NA,NA,7,27,311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3878126,37921,"Arthrobacter agilis","Arthrobacter","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
656366,"GCF_001294625.1",206,24,NA,26,NA,NA,NA,8,25,289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4046453,656366,"Arthrobacter alpinus","Arthrobacter","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
494023,"GCF_900010755.1",253,36,NA,38,NA,NA,NA,13,22,362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4433083,494023,"Paeniglutamicibacter antarcticus","Paeniglutamicibacter","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
256701,"GCF_001302565.1",261,26,NA,26,NA,NA,NA,8,20,341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3918424,256701,"Glutamicibacter arilaitensis","Glutamicibacter","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
37927,"GCF_001577305.1",294,21,NA,32,NA,1,NA,12,22,382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4492204,37927,"Sinomonas atrocyanea","Sinomonas","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
37928,"GCF_900100805.1",308,24,NA,22,NA,NA,NA,11,33,399,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,5198474,37928,"Arthrobacter crystallopoietes","Arthrobacter","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
1045773,"GCF_900099975.1",272,25,1,26,NA,2,NA,12,20,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4058872,1045773,"Arthrobacter cupressi","Arthrobacter","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
993070,"GCF_001457025.1",248,24,NA,24,1,3,NA,9,26,335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4226231,993070,"Arthrobacter enclensis","Arthrobacter","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
1710,"GCF_001722485.1",191,30,1,36,NA,1,NA,19,16,304,4,1,1,2,1,NA,NA,NA,NA,1,10,3685650,1710,"Cellulosimicrobium cellulans","Cellulosimicrobium","Promicromonosporaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
28258,"GCF_001720485.1",208,19,5,25,NA,1,NA,5,21,291,2,1,1,1,1,NA,NA,NA,1,NA,7,4176400,28258,"Cobetia marina","Cobetia","Halomonadaceae","Oceanospirillales","Gammaproteobacteria","Proteobacteria","Bacteria"
42256,"GCF_000661895.1",149,21,3,24,1,NA,NA,9,26,234,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3267233,42256,"Rubrobacter radiotolerans","Rubrobacter","Rubrobacteraceae","Rubrobacterales","Rubrobacteria","Actinobacteria","Bacteria"
71253,"GCF_900163545.1",178,18,NA,19,NA,NA,NA,6,19,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3326555,71253,"Arthrobacter rhombi","Arthrobacter","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
303,"GCF_000800615.1",369,41,20,73,2,1,NA,30,24,616,35,6,3,5,3,NA,3,NA,1,NA,56,5878755,303,"Pseudomonas putida","Pseudomonas","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
2045,"GCF_000785495.1",400,46,NA,58,1,1,NA,49,23,584,1,1,1,1,1,NA,NA,NA,NA,1,6,5637360,2045,"Pimelobacter simplex","Pimelobacter","Nocardioidaceae","Propionibacteriales","Actinobacteria","Actinobacteria","Bacteria"
335973,"GCF_900099735.1",200,14,1,15,1,NA,NA,7,17,256,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,3871381,335973,"Arthrobacter subterraneus","Arthrobacter","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
121292,"GCF_001484605.1",335,20,1,23,2,3,NA,10,25,419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5056151,121292,"Pseudarthrobacter sulfonivorans","Pseudarthrobacter","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
1727,"GCF_000720035.1",248,40,3,37,NA,NA,NA,31,25,384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4708587,1727,"Corynebacterium variabile","Corynebacterium","Corynebacteriaceae","Corynebacteriales","Actinobacteria","Actinobacteria","Bacteria"
156980,"GCF_900105345.1",245,22,NA,22,NA,NA,NA,9,14,312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3859681,156980,"Arthrobacter woluwensis","Arthrobacter","Micrococcaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
137265,"GCF_900107455.1",711,94,1,83,NA,2,NA,107,38,1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9085759,137265,"Asanoa ishikariensis","Asanoa","Micromonosporaceae","Micromonosporales","Actinobacteria","Actinobacteria","Bacteria"
260084,"GCF_900100255.1",181,29,12,47,3,2,NA,12,14,320,12,1,1,2,2,NA,NA,NA,2,NA,20,3967832,260084,"Asticcacaulis taihuensis","Asticcacaulis","Caulobacteraceae","Caulobacterales","Alphaproteobacteria","Proteobacteria","Bacteria"
1393034,"GCF_001552785.1",45,10,NA,7,NA,NA,NA,1,12,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1452105,1393034,"Atopobium deltae","Atopobium","Atopobiaceae","Coriobacteriales","Coriobacteriia","Actinobacteria","Bacteria"
1381,"GCF_001437015.1",74,12,NA,9,NA,NA,NA,1,13,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1719821,1381,"Atopobium minutum","Atopobium","Atopobiaceae","Coriobacteriales","Coriobacteriia","Actinobacteria","Bacteria"
370622,"GCF_001463885.1",237,31,8,38,2,NA,NA,8,12,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4187548,370622,"Aureimonas altamirensis","Aureimonas","Aurantimonadaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria"
424757,"GCF_001463905.1",228,35,5,42,2,NA,NA,6,16,334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4098233,424757,"Aureimonas frigidaquae","Aureimonas","Aurantimonadaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria"
401562,"GCF_001475935.1",277,41,8,49,1,2,NA,7,21,451,34,3,2,2,3,NA,NA,1,NA,NA,45,5012346,401562,"Aureimonas ureilytica","Aureimonas","Aurantimonadaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria"
675864,"GCF_900101785.1",273,30,NA,34,NA,1,NA,18,22,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4461788,675864,"Auraticoccus monumenti","Auraticoccus","Propionibacteriaceae","Propionibacteriales","Actinobacteria","Actinobacteria","Bacteria"
1166073,"GCF_900104035.1",243,40,8,48,2,NA,NA,9,17,389,11,3,2,2,3,NA,NA,1,NA,NA,22,4590703,1166073,"Aureimonas jatrophae","Aurantimonas","Aurantimonadaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria"
1166078,"GCF_900113065.1",267,36,10,44,NA,1,NA,7,20,407,11,3,2,2,3,NA,NA,1,NA,NA,22,4715690,1166078,"Aureimonas phyllosphaerae","Aurantimonas","Aurantimonadaceae","Rhizobiales","Alphaproteobacteria","Proteobacteria","Bacteria"
57043,"GCF_900163815.1",198,17,NA,17,NA,NA,NA,4,13,249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3374213,57043,"Microbacterium esteraromaticum","Microbacterium","Microbacteriaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
69370,"GCF_000956465.1",278,30,1,33,NA,NA,NA,19,19,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4524280,69370,"Microbacterium trichothecenolyticum","Microbacterium","Microbacteriaceae","Micrococcales","Actinobacteria","Actinobacteria","Bacteria"
418699,"GCF_001682385.1",225,44,12,67,1,5,NA,9,17,418,22,4,4,2,2,NA,2,1,1,NA,38,4451751,418699,"Azoarcus olearius","Azoarcus","Zoogloeaceae","Rhodocyclales","Betaproteobacteria","Proteobacteria","Bacteria"
192,"GCF_001315015.1",307,63,41,106,8,6,NA,17,24,652,51,6,4,5,5,2,NA,4,3,NA,80,6587527,192,"Azospirillum brasilense","Azospirillum","Rhodospirillaceae","Rhodospirillales","Alphaproteobacteria","Proteobacteria","Bacteria"
193,"GCF_900177475.1",371,77,51,142,11,6,NA,20,39,821,64,10,6,9,9,1,NA,2,3,NA,104,7770695,193,"Azospirillum lipoferum","Azospirillum","Rhodospirillaceae","Rhodospirillales","Alphaproteobacteria","Proteobacteria","Bacteria"
528244,"GCF_001305595.1",390,75,43,131,8,4,NA,18,36,808,68,8,6,6,8,2,NA,2,3,NA,103,7609458,528244,"Azospirillum thiophilum","Azospirillum","Rhodospirillaceae","Rhodospirillales","Alphaproteobacteria","Proteobacteria","Bacteria"
353,"GCF_002220155.1",200,27,4,38,1,2,NA,7,20,318,9,3,2,2,2,NA,NA,NA,1,NA,19,5023055,353,"Azotobacter chroococcum","Azotobacter","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
354,"GCF_900119555.1",283,27,10,37,1,1,NA,18,29,418,7,1,1,1,1,NA,NA,NA,1,NA,12,5484531,354,"Azotobacter vinelandii","Azotobacter","Pseudomonadaceae","Pseudomonadales","Gammaproteobacteria","Proteobacteria","Bacteria"
1221450,"GCF_002019595.1",306,57,2,48,1,2,NA,12,37,484,10,1,1,1,1,3,1,1,NA,NA,19,5773895,1221450,"Bacillus abyssalis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
371036,"GCF_002128425.1",254,47,NA,44,NA,1,NA,13,20,379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4770625,371036,"Bacillus acidiceler","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
209389,"GCF_001636425.1",262,40,1,31,NA,2,NA,13,24,394,10,2,1,2,1,3,1,1,NA,NA,21,5138363,209389,"Bacillus acidicola","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
76935,"GCF_002019735.1",223,33,1,37,NA,1,NA,9,18,350,18,1,1,2,1,3,1,1,NA,NA,28,4319439,76935,"Salipaludibacillus agaradhaerens","Salipaludibacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
427920,"GCF_002019605.1",239,39,1,31,1,2,NA,14,28,376,10,1,1,2,1,3,2,1,NA,NA,21,5523573,427920,"Bacillus alkalinitrilicus","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
304268,"GCF_002019645.1",226,46,2,28,2,1,NA,22,23,368,8,2,1,2,1,2,NA,1,NA,1,18,5427045,304268,"Bacillus alkalitelluris","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1408,"GCF_001578205.1",236,31,NA,28,NA,1,NA,13,23,358,16,2,1,1,2,2,1,1,NA,NA,26,3878815,1408,"Bacillus pumilus","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
29332,"GCF_001643245.1",218,40,2,29,1,2,NA,10,22,342,8,1,1,2,1,3,1,1,NA,NA,18,4042194,29332,"Domibacillus aminovorans","Domibacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
46240,"GCF_002161865.1",302,66,3,64,1,1,NA,22,22,508,18,1,1,2,1,3,NA,1,NA,NA,27,5404821,46240,"Paenibacillus apiarius","Paenibacillus","Paenibacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
263475,"GCF_001274945.1",280,45,2,45,NA,1,NA,23,12,439,20,2,1,2,1,3,1,1,NA,NA,31,4758570,263475,"Viridibacillus arvi","Viridibacillus","Planococcaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1452,"GCF_002173495.1",228,32,1,32,NA,1,NA,12,16,340,9,1,1,1,2,2,1,1,NA,NA,18,4180819,1452,"Bacillus atrophaeus","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
44251,"GCF_000756615.1",386,57,5,53,1,1,NA,29,18,576,16,2,1,2,1,3,NA,1,NA,NA,26,6053498,44251,"Paenibacillus durus","Paenibacillus","Paenibacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1455,"GCF_001630115.1",208,33,3,33,1,2,NA,9,22,339,18,2,1,2,1,2,1,1,NA,NA,28,3961347,1455,"Bacillus badius","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
632773,"GCF_001721685.1",195,28,2,33,NA,3,NA,10,14,311,17,1,1,1,1,3,1,1,NA,NA,26,3582268,632773,"Bacillus beveridgei","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
459347,"GCF_001439635.1",262,46,1,50,NA,2,NA,43,14,472,44,2,1,1,1,3,1,1,NA,NA,54,4782966,459347,"Bacillus cecembensis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
54911,"GCF_001420695.1",405,83,6,76,NA,1,NA,25,29,652,18,2,1,1,1,3,NA,1,NA,NA,27,6279095,54911,"Brevibacillus choshinensis","Brevibacillus","Paenibacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
79879,"GCF_002019695.1",219,33,1,33,NA,1,NA,23,26,356,10,2,2,1,1,3,NA,1,NA,NA,20,5476388,79879,"[Bacillus] clarkii",NA,"Sporolactobacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
745820,"GCF_900103955.1",179,27,2,34,NA,1,NA,8,22,296,15,1,1,1,1,3,NA,1,NA,NA,23,3778165,745820,"Bacillus daliensis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
220684,"GCF_001636415.1",254,44,1,37,1,2,NA,11,29,380,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,5305306,220684,"Bacillus drentensis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
762947,"GCF_001636325.1",321,48,NA,38,NA,1,NA,20,22,470,11,2,1,NA,1,3,1,1,NA,NA,20,5471077,762947,"Bacillus eiseniae","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
254757,"GCF_001439965.1",313,50,1,43,NA,1,NA,29,19,486,20,2,1,1,1,3,1,1,NA,NA,30,5308781,254757,"Bacillus farraginis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1402861,"GCF_900177535.1",355,43,NA,41,NA,1,NA,13,21,481,2,1,1,2,NA,1,NA,NA,NA,NA,7,5149214,1402861,"Bacillus filamentosus","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
86664,"GCF_002024265.1",202,36,1,29,NA,1,NA,10,22,313,4,1,1,1,1,2,1,1,NA,NA,12,4104242,86664,"Bacillus flexus","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
28031,"GCF_000724775.3",312,46,3,53,NA,1,NA,17,13,494,38,2,1,2,1,3,1,1,NA,NA,49,4843789,28031,"Lysinibacillus fusiformis","Lysinibacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
59843,"GCF_001632305.1",368,90,9,93,1,2,NA,38,22,644,11,1,1,3,1,3,NA,1,NA,NA,21,5897585,59843,"Paenibacillus glucanolyticus","Paenibacillus","Paenibacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1441095,"GCF_001278705.1",293,33,NA,28,NA,2,NA,18,17,405,4,2,1,1,2,2,1,1,NA,NA,14,4597707,1441095,"Bacillus gobiensis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
859144,"GCF_001636345.1",226,52,2,43,NA,1,NA,23,21,397,18,2,1,3,1,2,1,1,NA,NA,29,4586855,859144,"Bacillus gottheilii","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
79882,"GCF_002019665.1",229,50,2,41,NA,1,NA,29,19,388,7,2,1,3,1,2,1,NA,NA,NA,17,4701879,79882,"Bacillus halmapalus","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1482,"GCF_001878675.1",189,26,1,28,NA,1,NA,10,17,289,8,2,1,1,1,3,NA,1,NA,NA,17,3917759,1482,"Virgibacillus halodenitrificans","Virgibacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
86666,"GCF_900100295.1",170,21,NA,22,NA,NA,NA,9,13,255,11,1,1,1,2,2,1,1,NA,NA,20,3155619,86666,"Salimicrobium halophilum","Salimicrobium","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
930124,"GCF_002019635.1",306,71,1,60,NA,2,NA,16,17,503,19,2,1,1,2,2,1,1,NA,1,30,5399367,930124,"Bacillus halosaccharovorans","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
79883,"GCF_002157855.1",177,43,1,33,NA,1,NA,30,21,328,9,2,1,4,1,3,1,1,NA,NA,22,4295882,79883,"Bacillus horikoshii","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
549687,"GCF_001636335.1",187,39,4,40,NA,1,NA,21,24,355,29,2,1,2,NA,3,1,1,NA,NA,39,4131589,549687,"Bacillus horneckiae","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
263474,"GCF_001439915.1",230,43,2,44,NA,2,NA,22,23,389,11,3,2,2,1,3,NA,1,NA,NA,23,4836444,263474,"Bacillus humi","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
246786,"GCF_000709935.2",199,45,1,35,NA,1,NA,22,13,332,8,1,1,2,1,1,1,1,NA,NA,16,4072175,246786,"Bacillus indicus","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
930128,"GCF_900113025.1",142,14,1,16,NA,NA,NA,7,18,214,8,1,1,1,1,2,1,1,NA,NA,16,3316135,930128,"Alteribacillus iranensis","Alteribacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
284581,"GCF_001274935.1",242,41,2,41,NA,1,NA,17,17,388,16,2,1,2,1,3,1,1,NA,NA,27,4603584,284581,"Bacillus koreensis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
199441,"GCF_002109385.1",227,41,2,30,1,2,NA,13,23,353,5,1,1,2,1,2,1,1,NA,NA,14,4610863,199441,"Bacillus krulwichiae","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1134413,"GCF_000334155.1",187,23,NA,22,NA,2,NA,7,24,289,14,1,1,1,1,3,2,1,NA,NA,24,3856255,1134413,"Bacillus ligniniphilus","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
152268,"GCF_001654695.1",297,70,2,58,2,2,NA,15,31,497,9,2,1,3,1,2,1,1,NA,NA,20,5616296,152268,"Bacillus litoralis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
44252,"GCF_000746875.1",500,107,3,113,NA,1,NA,37,33,823,16,3,3,2,1,3,NA,1,NA,NA,29,7337750,44252,"Paenibacillus macerans","Paenibacillus","Paenibacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
157733,"GCF_001039475.1",194,34,1,24,NA,1,NA,17,17,288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4256776,157733,"Anaerobacillus macyae","Anaerobacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
574376,"GCF_000712595.1",238,41,1,38,NA,1,NA,18,19,376,15,NA,1,2,NA,1,1,NA,NA,NA,20,4643113,574376,"Bacillus manliponensis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
189381,"GCF_001274775.1",234,44,1,39,NA,1,NA,22,23,382,9,2,1,1,1,2,1,1,NA,NA,18,4312088,189381,"Bacillus marisflavi","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1478,"GCF_001578185.1",280,57,2,45,NA,2,NA,18,26,443,4,1,1,2,1,2,1,1,NA,NA,13,5521719,1478,"Bacillus simplex","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1193713,"GCF_001636315.1",278,53,2,45,1,2,NA,22,33,438,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2,5807726,1193713,"Bacillus mesonae","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1405,"GCF_000832605.1",295,69,2,60,NA,1,NA,17,19,476,11,NA,NA,1,NA,NA,1,NA,NA,NA,13,5637053,1405,"Bacillus mycoides","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1347368,"GCF_000612805.1",233,40,5,49,NA,1,NA,38,10,418,32,2,1,1,1,3,1,1,NA,NA,42,4068163,1347368,"Bacillus ndiopicus","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1522308,"GCF_001375535.1",201,44,3,46,NA,1,NA,25,17,361,14,2,1,1,1,3,1,1,NA,NA,24,4684221,1522308,"Bacillus niameyensis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
220687,"GCF_001636395.1",279,53,2,45,NA,1,NA,35,29,445,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,5668192,220687,"Bacillus novalis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
136160,"GCF_001274915.1",216,40,1,43,NA,1,NA,15,19,357,12,1,1,1,1,3,2,1,NA,NA,22,4205350,136160,"Bacillus okuhidensis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1473,"GCF_001189575.1",241,28,2,37,NA,1,NA,11,22,361,12,1,1,1,1,2,NA,1,NA,NA,19,4759248,1473,"Virgibacillus pantothenticus","Virgibacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
228576,"GCF_002019705.1",270,35,NA,36,NA,1,NA,10,21,386,5,1,1,1,1,2,1,1,NA,NA,13,4646905,228576,"Bacillus patagoniensis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
930146,"GCF_900109925.1",198,41,1,30,1,1,NA,16,27,316,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,4643403,930146,"Bacillus persicus","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
444060,"GCF_001420645.1",218,35,NA,33,NA,NA,NA,9,15,323,5,1,1,1,1,2,1,1,NA,NA,13,3967762,444060,"Bacillus plakortidis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1476,"GCF_001590685.1",227,42,1,40,NA,1,NA,22,21,383,19,3,1,1,1,3,NA,1,NA,NA,29,4674191,1476,"Sporosarcina psychrophila","Sporosarcina","Planococcaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
266892,"GCF_900114715.1",177,23,1,23,NA,1,NA,12,14,274,14,1,1,1,1,3,1,1,NA,NA,23,3516738,266892,"Salibacterium qingdaonense","Salibacterium","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1499680,"GCF_000752035.1",215,37,NA,34,NA,1,NA,13,20,340,12,3,2,1,1,1,NA,NA,NA,NA,20,4309569,1499680,"Bacillus rubiinfantis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1484,"GCF_001653195.1",88,15,NA,17,NA,1,NA,8,9,150,6,1,1,1,NA,2,NA,1,NA,NA,12,2608908,1484,"Hydrogenibacillus schlegelii","Hydrogenibacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
157838,"GCF_001420715.1",305,54,NA,43,1,1,NA,25,19,468,9,4,1,1,1,3,NA,1,NA,NA,20,5297592,157838,"Bacillus shackletonii","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
76853,"GCF_001586195.1",204,31,2,34,NA,1,NA,26,16,344,19,2,1,2,1,3,1,1,NA,NA,30,3991226,76853,"Solibacillus silvestris","Solibacillus","Planococcaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1479,"GCF_001050115.1",137,16,NA,15,NA,1,NA,6,11,207,12,2,1,1,1,2,1,1,NA,NA,21,3381292,1479,"Bacillus smithii","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1305675,"GCF_001742425.1",180,36,1,32,NA,1,NA,15,13,311,24,1,1,1,1,3,1,1,NA,NA,33,3844017,1305675,"Bacillus solimangrovi","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1421,"GCF_001753205.1",139,20,NA,20,NA,1,NA,11,15,222,6,3,1,1,1,3,NA,1,NA,NA,16,3436578,1421,"Lysinibacillus sphaericus","Lysinibacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
46224,"GCF_001587375.1",201,26,NA,22,NA,2,NA,11,17,297,9,2,1,1,1,2,1,1,NA,NA,18,4047827,46224,"Bacillus sporothermodurans","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
285983,"GCF_000934845.1",169,42,NA,37,NA,1,NA,10,16,294,10,3,1,1,1,2,NA,1,NA,NA,19,3899987,285983,"Bacillus subterraneus","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
35841,"GCF_000751775.1",180,25,NA,23,NA,1,NA,8,13,275,16,3,1,1,1,2,NA,1,NA,NA,25,3707071,35841,"Bacillus thermoamylovorans","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1426,"GCF_001295365.1",178,31,1,31,NA,1,NA,7,16,290,16,2,1,1,1,2,1,1,NA,NA,25,3873116,1426,"Parageobacillus thermoglucosidans","Parageobacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
33941,"GCF_001610955.1",150,26,1,25,NA,1,NA,8,18,244,7,2,1,1,1,2,NA,1,NA,NA,15,3499317,33941,"Geobacillus thermoleovorans","Geobacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
1033734,"GCF_000285535.1",215,41,1,34,NA,1,NA,18,23,349,8,2,NA,2,1,2,NA,1,NA,NA,16,4657724,1033734,"Bacillus timonensis","Bacillus","Bacillaceae","Bacillales","Bacilli","Firmicutes","Bacteria"
